Question,Equation,Answer,fold
"방울토마토 주스는 6병보다 1병 더 적게 있고, 포도 주스는 방울토마토 주스보다 1병 더 적게 있습니다. 포도 주스는 몇 병일까요?",6 - 1 - 1,4,8
"밭에서 방울토마토를 윤기와 석진이가 각각 49개, 35개를 땄습니다. 윤기와 석진이가 딴 방울토마토는 모두 몇 개일까요?",49 + 35,84,6
방울토마토 836개를 한 상자에 97개씩 담으려고 합니다. 방울토마토를 모두 담으려면 상자는 적어도 몇 개 필요한가요?,836 // 97 + 1,9,9
"학교 텃밭에서 열린 방울방울토마토가 528개 중, 1학년이 142개를 따먹고 3학년이 297개를 따먹었습니다. 남은 방울토마토는 모두 몇 개입니까?",528 - 142 - 297,89,3
"하나의 카트에는 방울토마토가 88개 들어있을때, 47개의 카트 안에 있는 방울토마토는 모두 몇 개일까요?",88 * 47,4136,4
47개의 카트가 있습니다. 하나의 카트에는 방울토마토가 88개 들어있습니다. 방울토마토는 모두 몇 개일까요?,88 * 47,4136,5
방울토마토 836개를 한 상자에 97개씩 담으려고 합니다. 방울토마토를 모두 담으려면 상자가 적어도 몇 개 이상 필요한지 구하시오.,836 // 97 + 1,9,9
"밭에서 방울토마토를 윤기와 석진이가 각각 49개, 35개를 땄다고 할 때, 윤기와 석진이가 딴 방울토마토는 모두 몇 개일까요?",49 + 35,84,2
남준이는 방울방울토마토를 따서 한 바구니에 214개씩 담았습니다. 2바구니에 담은 방울방울토마토는 모두 몇 개입니까?,214 * 2,428,9
"유나네 교내 텃밭에 세 가지의 작물을 심으려고 한다. 작물의 종류는 감자, 고구마, 고추, 상추, 방울토마토, 가지가 있다. 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20,1
"유나네 교내 텃밭을 가꾸는데 감자, 고구마, 고추, 상추, 방울토마토, 가지 중에서 세 가지를 선택하여 심으려고 한다. 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20,2
"윤기가 교내 텃밭을 가꾸는데 감자, 고구마, 고추, 상추, 방울토마토, 가지 중에서 세 가지를 선택하여 심으려고 한다. 윤기가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20,7
"47개의 카트가 있습니다. 하나의 카트에는 방울토마토가 88개 들어있다고 할 때, 방울토마토는 모두 몇 개일까요?",88 * 47,4136,3
"유나네 교내 텃밭에 세 가지의 작물을 심으려고 하는데, 작물의 종류는 감자, 고구마, 고추, 상추, 방울토마토, 가지가 있다고 한다. 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20,5
학교 텃밭에서 방울방울토마토가 528개가 열렸습니다. 어제는 1학년이 142개를 따먹고 오늘은 3학년이 297개를 따먹었습니다. 남은 방울토마토는 모두 몇 개입니까?,528 - 142 - 297,89,9
"남준이는 방울방울토마토를 따서 2개의 바구니에 동일하게 나눠 담았습니다. 각 바구니에 214개씩 있을때, 총 방울토마토는 몇개 인가요?",2 * 214,428,4
복숭아가 60개가 있습니다. 복숭아를 한 상자에 4개씩 담아 3상자 팔았다면 남은 복숭아는 몇 개입니까?,60 - ( 4 * 3 ),48,7
남준이는 방울복숭아를 따서 한 바구니에 214개씩 담았습니다. 2바구니에 담은 방울복숭아는 모두 몇 개입니까?,214 * 2,428,9
"유나네 교내 텃밭에 세 가지를 심으려고 한다. 감자, 고구마, 고추, 상추, 복숭아, 가지가 있을 때, 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20,4
"학교 텃밭에서 열린 방울복숭아가 528개 중, 1학년이 142개를 따먹고 3학년이 297개를 따먹었습니다. 복숭아는 모두 몇 개가 남았을까요?",528 - 142 - 297,89,2
"남준이는 방울복숭아를 따서 각 바구니에 64개, 60개씩 담았습니다. 2바구니에 담은 방울복숭아는 모두 몇 개입니까?",64 + 60,124,3
"남준이는 방울복숭아를 따서 2개의 바구니에 동일하게 나눠 담았습니다. 각 바구니에 214개씩 있을때, 총 복숭아는 몇개 인가요?",2 * 214,428,9
"유나네 교내 텃밭을 감자, 고구마, 고추, 상추, 복숭아, 가지 이용하여 가꾸려고 한다. 이 중에서 세 가지를 선택하여 심으려고 한다. 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20,8
"윤기가 교내 텃밭을 감자, 고구마, 고추, 상추, 복숭아, 가지를 이용해 가꾸려고 한다. 이 중 세 가지를 선택하여 심으려고 한다. 윤기가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20,1
하나의 카트에는 복숭아가 88개 들어있습니다. 47개의 카트 안에 있는 복숭아는 모두 몇 개일까요?,88 * 47,4136,6
학교 텃밭에서 방울복숭아가 528개가 열렸습니다. 어제는 1학년이 142개를 따먹고 오늘은 3학년이 297개를 따먹었습니다. 남은 복숭아는 모두 몇 개인지 구하세요.,528 - 142 - 297,89,6
47개의 카트가 있고 하나의 카트에는 복숭아가 88개 들어있습니다. 복숭아는 모두 몇 개일까요?,88 * 47,4136,8
"복숭아 836개를 한 상자에 97개씩 담으려고 할 때, 모든 복숭아를 담으려면 상자는 적어도 몇 개 필요한가요?",836 // 97 + 1,9,2
"밭에서 윤기는 복숭아를 49개를 땄습니다. 석진이는 35개를 땄다고 할 때, 윤기와 석진이가 딴 복숭아는 모두 몇 개일까요?",49 + 35,84,9
"복숭아 주스는 6병보다 1병 더 적게 있고, 포도 주스는 복숭아 주스보다 1병 더 적게 있습니다. 포도 주스는 몇 병일까요?",6 - 1 - 1,4,8
"밭에서 복숭아를 윤기와 석진이가 각각 49개, 35개를 땄습니다. 윤기와 석진이가 딴 복숭아는 모두 몇 개일까요?",49 + 35,84,1
복숭아 836개를 한 상자에 97개씩 담으려고 합니다. 복숭아를 모두 담으려면 상자는 적어도 몇 개 필요한가요?,836 // 97 + 1,9,3
"학교 텃밭에서 열린 방울복숭아가 528개 중, 1학년이 142개를 따먹고 3학년이 297개를 따먹었습니다. 남은 복숭아는 모두 몇 개입니까?",528 - 142 - 297,89,3
"하나의 카트에는 복숭아가 88개 들어있을때, 47개의 카트 안에 있는 복숭아는 모두 몇 개일까요?",88 * 47,4136,2
바구니에 감귤 5개와 복숭아 4개가 있습니다. 감귤은 복숭아보다 몇 개 더 많은가?,5 - 4,1,9
47개의 카트가 있습니다. 하나의 카트에는 복숭아가 88개 들어있습니다. 복숭아는 모두 몇 개일까요?,88 * 47,4136,3
"밭에서 윤기는 복숭아를 49개, 석진이는 35개 땄습니다. 윤기와 석진이가 딴 복숭아는 모두 몇 개일까요?",49 + 35,84,3
복숭아 836개를 한 상자에 97개씩 담으려고 합니다. 복숭아를 모두 담으려면 상자가 적어도 몇 개 이상 필요한지 구하시오.,836 // 97 + 1,9,2
"밭에서 복숭아를 윤기와 석진이가 각각 49개, 35개를 땄다고 할 때, 윤기와 석진이가 딴 복숭아는 모두 몇 개일까요?",49 + 35,84,1
남준이는 방울복숭아를 따서 한 바구니에 214개씩 담았습니다. 2바구니에 담은 방울복숭아는 모두 몇 개입니까?,214 * 2,428,2
"유나네 교내 텃밭에 세 가지의 작물을 심으려고 한다. 작물의 종류는 감자, 고구마, 고추, 상추, 복숭아, 가지가 있다. 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20,7
한 상자에 97개씩 총 836개의 복숭아를 담으려고 합니다. 복숭아를 모두 담으려면 상자는 적어도 몇 개 필요한가요?,836 // 97 + 1,9,8
"윤기가 교내 텃밭을 가꾸는데 감자, 고구마, 고추, 상추, 복숭아, 가지 중에서 세 가지를 선택하여 심으려고 한다. 윤기가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20,7
"47개의 카트가 있습니다. 하나의 카트에는 복숭아가 88개 들어있다고 할 때, 복숭아는 모두 몇 개일까요?",88 * 47,4136,1
"채소 가게에 고구마가 80개, 복숭아가 30개 있습니다. 고구마를 한 봉지에 10개씩 담아 3봉지를 팔았습니다. 남은 고구마는 몇 개일까요?",80 - 10 * 3,50,8
"유나네 교내 텃밭에 세 가지의 작물을 심으려고 하는데, 작물의 종류는 감자, 고구마, 고추, 상추, 복숭아, 가지가 있다고 한다. 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20,8
학교 텃밭에서 방울복숭아가 528개가 열렸습니다. 어제는 1학년이 142개를 따먹고 오늘은 3학년이 297개를 따먹었습니다. 남은 복숭아는 모두 몇 개입니까?,528 - 142 - 297,89,2
"남준이는 방울복숭아를 따서 2개의 바구니에 동일하게 나눠 담았습니다. 각 바구니에 214개씩 있을때, 총 복숭아는 몇개 인가요?",2 * 214,428,9
포도는 10개입니다. 라임 20개를 4명이 똑같이 따기로 했다면 한 사람이 따야 하는 라임의 개수를 쓰시오.,20 / 4,5,5
"라임을 현아는 9개, 지훈이는 4개 먹었습니다. 누가 라임을 더 많이 먹었나요?",'현아' if 9 > 4 else '지훈',현아,3
61개의 봉지가 있고 한 봉지에는 라임이 43개 들어있습니다. 라임은 모두 몇 개일까요?,43 * 61,2623,8
사과는 10개입니다. 라임 20개를 4명이 똑같이 따기로 했다면 한 사람이 따야 하는 라임의 개수를 쓰시오.,20 / 4,5,6
"두 사람에게 과일을 두 종류 씩 나누어 주려고 한다. 과일이 사과, 배, 라임, 밤, 대추가 있다고 할 때, 방법은 모두 몇 가지인가?","math.comb( 5 , 2 ) * math.comb( 3 , 2 )",30,7
925개의 라임 중에서 519개의 라임을 팔았다면 남아있는 라임은 모두 몇 개입니까?,925 - 519,406,4
학생 100명에게 라임을 3개씩 나누어 주려고 합니다. 과일 가게에서 라임을 15개씩 묶음으로 판다면 최소 몇 개를 사야 합니까?,math.ceil( 100 * 3  / 15 ),20,4
"8개의 과일 포도, 배, 바나나, 참외, 라임, 복숭아, 감, 파인애플이 있습니다. 이 중에서 5가지의 과일을 골라서 사는 경우는 모두 몇 가지인가요?","math.comb( 8 , 5 )",56,6
"라임을 현아는 9개, 지훈이는 4개, 태준이는 5개 먹었습니다. 누가 라임을 가장 많이 먹었나요?","'현아' if max( 9 , 4 , 5 ) == 9 else ( '지훈' if max( 9 , 4 , 5 ) == 4 else '태준')",현아,9
"8개의 과일 포도, 배, 바나나, 참외, 라임, 복숭아, 감, 파인애플 중에서 5가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( 8 , 5 )",56,7
민영이네 학교 학생들은 4개의 반으로 이루어져있고 한 반에 21명의 학생들이 있다고 한다. 모든 사람들이 라임을 2개씩 갖고 있다면 라임은 모두 몇 개인가?,21 * 4 * 2,168,2
"과일가게에 8가지의 과일 수박, 바나나, 포도, 사과, 라임, 참외, 파인애플, 복숭아가 있습니다. 이 중 3가지의 과일을 골라서 구입하는 방법은 모두 몇 가지입니까?","math.comb( 8 , 3 )",56,9
민영이네 학교는 4개의 반이 있고 한 반에 21명의 학생이 있다. 모든 사람이 라임 2개씩을 가지고 있다면 라임은 모두 몇 개인가?,21 * 4 * 2,168,2
민영이에게는 7.0개의 라임박스가 있습니다. 각 박스에는 7.0개의 라임이 있습니다. 총 몇개의 라임 갖고 있습니까?,7.0 * 7.0,49,7
"9봉지에 들어 있는 라임의 개수를 구하려고 하는데, 라임이 한 봉지에 4개씩 들어있다고 합니다. 구하고자 하는 라임의 개수는 모두 몇 개 입니까?",4 * 9,36,5
배는 10개입니다. 라임 20개를 4명이 똑같이 따기로 했다면 한 사람이 따야 하는 라임의 개수를 쓰시오.,20 / 4,5,3
유정이는 가지고 있던 라임 중에서 13개를 먹었더니 18개가 남았습니다. 유정이가 처음에 가지고 있던 라임은 몇개인가요?,13 + 18,31,8
정국이네 농장에서 딴 라임 92개를 한 상자에 87개씩 나누어 담고 남은 것은 다 먹었습니다. 라임을 담은 상자가 몇 개인지 쓰시오.,92 // 87,1,8
가게에 라임이 925개 있었습니다. 그중에서 519개를 팔았다면 남은 라임은 몇 개입니까?,925 - 519,406,2
"9개의 과일 포도, 배, 바나나, 참외, 라임, 복숭아, 감, 파인애플, 딸기 중에서 몇 가지의 과일을 골라서 구매하려고 합니다. 반드시 참외는 구입한다고 할 때 총 6가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( ( 9 - 1 ) , ( 6 - 1 ) )",56,3
정국이네 농장에서 딴 라임 658개를 한 상자에 40개씩 나누어 담고 남은 것은 다 먹었습니다. 먹은 라임은 몇 개인지 구하시오.,658 % 40,18,9
"유정이는 라임을 18개 가지고 있습니다. 이중에서 13개를 먹고, 10개를 새로 가져왔습니다. 지금 남아있는 라임은 몇 개 인가요?",18 - 13 + 10,25,2
"정국이네 농장에서 라임 92개를 땄습니다. 세 상자에 똑같이 나누어 담았을 때, 남은 라임은 몇 개입니까?",92 % 3,2,1
"7가지의 과일을 사려고 합니다. 선택할 수 있는 과일 종류가 바나나, 배, 파인애플, 수박, 복숭아, 체리, 딸기, 라임, 총 8가지일때 과일을 사는 경우의 수는 모두 몇 가지인가요?","math.comb( 8 , 7 )",8,1
유정이는 가지고 있던 라임 중에서 13개를 먹었더니 18개가 남았습니다. 유정이가 처음에 가지고 있던 라임은 몇개인가요?,13 + 18,31,7
라임이 10개씩 1묶음과 낱개로 5개 있다면 라임은 모두 몇 개인가요?,10 * 1 + 5,15,4
"냉장고에 수박 주스가 2병 있고, 라임 주스가 포도주스보다 2병 더 많을 때 냉장고 안에 있는 주스는 모두 몇 개인가?",2 + ( 2 + 2 ),6,7
"라임이 한 봉지에 4개씩 들어 있을 때, 9봉지에 들어 있는 라임은 모두 몇 개일까요?",4 * 9,36,1
"8개의 과일 바나나, 배, 파인애플, 수박, 복숭아, 체리, 딸기, 라임 중에서 7가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( 8 , 7 )",8,7
"라임을 두 접시에 나누어 담으려고 합니다. 라임을 한 접시에 5개 담고, 총 라임의 갯수는 13개 일 때 다른 접시에는 몇 개 담아야 하는지 구하시오.",13 - 5,8,9
"라임을 정국이는 2개 먹었고, 삼촌은 정국이보다 5개 더 많이 먹었습니다. 삼촌과 정국이가 먹은 라임은 몇 개인가요?",2 + 2 + 5,9,4
"라임 14개를 두 접시에 나누어 담으려고 합니다. 라임을 두 접시에 동일하게 담으려면, 한 접시에 몇개씩 담아야 하나요?",14 / 2,7,5
"지민이는 상자에 총 56.0개의 라임을 넣어야 합니다. 각 상자에는 8.0개의 라임이 들어간다고 할 때, 몇개의 상자가 필요합니까?",56.0 / 8.0,7,1
라임이 10개이고 바구니가 2개이면 바구니 하나에 라임을 몇 개 넣어야 똑같이 나누어 담을 수 있습니까?,( 10 / 2 ),5,5
4명이 있습니다. 라임 20개를 똑같이 따기로 했다면 한 사람이 따야 하는 라임의 개수를 쓰시오.,20 / 4,5,3
태형이는 한 봉지에 라임 13개와 감 8개를 담아 친구 5명에게 한 봉지씩 나누어 주었습니다. 태형이가 친구 5명에게 나누어 준 과일은 모두 몇 개인가?,( 13 + 8 ) * 5,105,6
학생 32명에게 라임을 2개씩 나누어 주려고 합니다. 과일 가게에서 라임을 10개씩 묶음으로 판다면 최소 몇 개를 사야 합니까?,math.ceil( 32 * 2 / 10 ),7,2
호석이는 122.0개의 라임 105.0개의 사과를 갖고 있습니다. 호석이가 가진 과일은 총 몇 개입니까?,122.0 + 105.0,227,3
"사과, 배, 라임, 밤, 대추가 각각 한 개씩 있다. 두 사람에게 한 개씩 나누어 주는 방법은 모두 몇 가지인가?","math.comb( 5 , 1 ) * math.comb( 4 , 1 )",20,3
민영이네 학교 3학년에는 한 반에 21명씩 4개 반이 있습니다. 3학년 학생 전체에게 라임을 2개씩 나누어 주려고 하면 라임은 몇개가 필요한가?,21 * 4 * 2,168,7
"8개의 과일 바나나, 배, 파인애플, 수박, 복숭아, 체리, 딸기, 라임 중에서 몇 가지의 과일을 골라서 구매하려고 합니다. 반드시 체리는 구입한다고 할 때 총 7가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( ( 8 - 1 ) , ( 7 - 1 ) )",7,1
라임이 10개씩 1묶음과 낱개로 5개 있습니다. 라임은 모두 몇 개인가요?,10 * 1 + 5,15,4
"라임을 현아는 9개, 지훈이는 4개 먹었습니다. 누가 라임을 더 적게 먹었나요?",'현아' if 9 < 4 else '지훈',지훈,8
"바구니에 사과가 4개, 배가 5개, 라임이 3개 들어있습니다. 바구니에 있는 과일은 모두 몇 개일까요?",4 + 5 + 3,12,2
