Question,Equation,Answer,fold,Numbers,Names
name0이는 number0살이다. name1이는 name2이보다 number1살 어리고 name3이는 name4이보다 number2살 더 어리다. name5이는 몇 살일까?,number0 - number2 - number2,6,6,8 1 1 ,유정 호석 석진 
색종이를 name0이는 number0장 가지고 있고 name1는 name2이보다 number1장 더 적게 가지고 있습니다. name3가 가지고 있는 색종이는 몇 장일까요?,number0 - number1,15,7,32 17 ,태형 은지 
"name0 강아지 number0마리와 name1 강아지 number1마리, 황색 강아지 number2마리가 있습니다. 강아지는 모두 몇 마리인가요?",number0 + number1 + number2,10,2,3 5 2 ,흰색 검은색 
"name0이는 초콜릿 number0개를 가지고 있었습니다. 언니에게 number1개를 주고, 동생에게 number2개를 주었다면 name1이에게 남은 초콜릿은 몇 개일까요?",number0 - number1 - number2,6,1,14 5 3 ,유정 
"name0이는 월요일에 number0분, name1에 number1분 name2에 number2분, name3에 number3분 축구를 한다. 또한 name4이는 일주일 중 평일에 평균 number4분 동안 축구를 한다. name5에는 몇 분동안 축구를 하였을까?",number4 * 5 - ( number1 + number1 + number2 + number3 ),44,8,33 33 99 41 50 ,지민 화요일 수요일 목요일 금요일 
"number0, number1, number2 중에서 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보세요.","max( number0 , number1 , number2 ) // min( number0 , number1 , number2 )",2,1,621 326 745 ,
name0가 교내 텃밭을 number0개의 씨앗 중 number1가지를 선택하여 심으려고 한다. name1가 선택할 수 있는 경우의 수는?,"math.comb( number0 , number1 )",20,1,6 3 ,윤기 
number0 명의 학생들이 학교의 퀴즈 팀을 위해 공부하고 있습니다. 그 중 number1 명이 팀에 맞지 않고 남은 사람을 number2명씩 그룹에 넣었습니다. 총 그룹은 몇 개 입니까?,( number0 - number1 ) / number2,7,1,64.0 36.0 4.0 ,
"number0, number1, number2, number3 중 가장 큰 수를 가장 작은 수로 나눈 몫을 구하시오.","max( number0 , number1 , number2 , number3 ) // min( number0 , number1 , number2 , number3 )",3,5,27.9 21.6 9 15 ,
"number0, number1, number2, number3 중에서 가장 큰 수와 가장 작은 수의 차는 얼마인가요?","max( number0 , number1 , number2 , number3 ) - min( number0 , number1 , number2 , number3 )",68,2,61 4 7 72 ,
"number0장의 수 카드 number1, number2, number3를 한 번씩만 사용하여 number4자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차를 구하시오.","[ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ number1 , number2 , number3 ] , reverse = True ) ] ] [0] - [ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ number1 , number2 , number3  ] ) ] ] [0]",495,2,3 7 5 2 3 ,
"빨대로 길이를 재었습니다. 빨대로 잰 횟수가 밧줄은 number0번, 지팡이는 number1번이었습니다. 밧줄과 지팡이 중에서 길이가 더 긴 것은 name0엇인가요?",'지팡이' if number0 > number1 else '밧줄',지팡이,2,9 8 ,무 
"맞물려 돌아가는 두 톱니바퀴가 있습니다. 톱니바퀴 name0의 톱니 수는 number0개, 톱니바퀴 name1의 톱니 수는 number1개입니다. 톱니바퀴 name2를 number2바퀴 회전시킬 때 톱니바퀴 name3는 몇 바퀴 회전합니까?",( number0 * number2 ) / number1,39,1,9 24 104 ,(가) (나) 
어떤 수에 number0를 더해야 할 것을 잘못하여 나눴더니 number1가 되었습니다. 바르게 계산한 값은 얼마인지 구하시오.,( number1 * number0 ) + number0,0.8,3,0.5 0.6 ,
풍선 number0개를 number1명의 어린이에게 number2개씩 나누어 주었다면 남은 풍선은 몇 개인지 쓰시오.,number0 - number1 * number2,53,9,97 11 4 ,
"name0이는 피자의 number0을 먹었고, name1이는 동일한 크기의 피자의 number1를 먹었습니다. 누가 피자를 더 많이 먹었을까요?",'name1' if 5 / 10 > number1 else 'name0',지민,9,5/10 0.2 ,정국 지민 
"애완 동물 가게에는 number0개의 새장이 있습니다. 각 새장에는 number1마리의 앵name0새와 number2마리의 비number3기가 있을 때, 새는 총 몇 마리 입니까?",number0 * ( number1 + number2 ),72,4,9.0 2.0 6.0 2 ,무 
"음식점에 들어가기 위해 번호표를 받아서 기다리고 있을 때, name0이는 number0번을 받았습니다. 그리고 name1는 number1번, name2이는 number2번을 받았다면 가장 먼저 들어갈 수 있는 사람은 누구일까요?",'name0' if number0 < number1 and number0 < number2 else 'name1' if number1 < number0 and number1 < number2 else 'name2',윤기,7,380 374 401 ,남준 윤기 호석 
number0명의 어린이가 한 줄로 서있습니다. name0이가 뒤에서 number1째에 서 있다면 name1이의 앞에는 몇 명의 어린이가 서 있을까요?,number0 - number1,5,8,8 3 ,민영 
name0이는 number0살이고 동생은 name1이보다 두살 적다. name2이 어머니 나이는 동생의 number1name3이며 name4이 아버지는 동생의 number2name5name6 name7이네 부모님 나이의 합은 얼마일까?,( number0 - 2 ) * ( number1 + number2 ),70,3,12 3 4 ,호석 배 라면 배 
곱셈식 number0name0number1=name1number2에서 name2에 해당하는 숫자를 쓰시오.,( number0 * number1 ) / 10,426,3,213 20 0 ,A X 
"name0이는 콜라 number0리터를 가졌습니다. 그는 생일 때 number1리터를 더 받고, number2리터를 마셨습니다. name1이가 가진 콜라는 총 몇리터입니까?",number0 + number1 - number2,19,6,16.0 28.0 25.0 ,남준 
"테니스 선수 중 number0명을 뽑아 조를 만들려고 한다. number1명의 테니스 선수가 있다고 할 때, 만들어지는 조의 개수는?","math.comb( number1 , number0 )",1837620,9,79 83 ,
name0이는 동화책을 number0권 가지고 있었습니다. 친구에게 동화책 number1권을 더 받았다면 name1이가 가지고 있는 동화책은 모두 몇 권일가요?,number0 + number1,10,1,8 2 ,석진 
name0는 핸드폰에 number0개의 노래를 저장했지만 오래된 number1개의 노래를 삭제하고 number2개의 새로운 노래를 다운받았습니다. 현재 name1의 핸드폰에는 몇개의 노래가 있습니까?,number0 + number2 - number1,28,4,11.0 7.0 24.0 ,은지 
number0부터 number1까지의 짝수의 합을 구하시오,"sum( [ i * ( i % 2 == 0 ) for i in range( number0 , number1 + 1 ) ] )",756,7,76 93 ,
number0명이 일하는 공장에 한 사람이 하루에 number1개의 제품을 만든다고 한다. 이 공장에서 number2주 동안 만들 수 있는 제품은 모두 몇 개 인지 쓰면?,number0 * number1 * ( number2 * 7 ),3360,3,12 20 2 ,
name0이는 용돈으로 number0원을 받았습니다. 그 중에서 number1원짜리 name1 number2병과 number3원짜리 껌 number4통을 샀다면 남은 돈은 얼마입니까?,number0 - number1 * number4 - number3 * number4,712,1,850 71 1 67 1 ,남준 음료수 
name0자 number0개를 몇 개의 바구니에 똑같이 나누어 담았습니다. 한 바구니에 number1개씩 들어있다면 바구니는 몇 개 있나요?,number0 / number1,3,5,84 28 ,감 
"한 문제당 number0점인 시험이 있습니다. name0는 총 number1개의 문제를 풀었을 때, name1의 시험점수는 몇 점 입니까?",number1 * number0,21,7,7.0 3.0 ,윤기 
"우표가 number0장이 있다. 한 봉투에 number1장씩 넣으려고 할 때, 최대 몇 장의 봉투에 넣을 수 있는지 쓰시오",number0 // number1,24,1,98 4 ,
number0자리 수의 덧셈식 'number1name0+name1number2=number3'에서 name2에 해당하는 숫자를 쓰시오.,"[ i for i in range( 1 , 10 ) for j in range( 0 , 10 ) if ( 10 * number1 + j ) + ( 10 * i + number2 ) == number3 ] [0]",2,4,2 4 2 69 ,A B 
name0이는 name1 number0개와 name2 number1개를 바구니 number2개에 똑같이 나누어 담으려고 합니다. 한 바구니에 과일을 몇 개씩 담아야 number3요?,( number0 + number1 ) / number2,93,3,225 240 5 1 ,남준 사과 귤 
name0이는 name1 구슬 number0개와 name2 구슬 number1개를 가지고 있습니다. 놀이를 하다가 name3 구슬 number2개를 잃었다면 name4이에게 남은 name5 구슬은 몇 개일까요?,number0,9,9,9 5 2 ,정국 노란색 파란색 
떡 number0개를 한 상자에 number1개씩 담아 포장하려고 합니다. 상자는 몇 개 필요합니까?,( number0 / number1 ),5,4,15 3 ,
"name0이는 name1 구슬 number0개와 name2 구슬 number1개를 가지고 있습니다. 놀이를 하다가 name3 구슬 number2개를 얻고 name4 구슬 number3개를 잃었다면, name5이에게 남은 구슬은 몇 개일까요?",number0 + number1 + number2 - number3,18,4,9 5 7 3 ,정국 노란색 파란색 
number0의 약수의 갯수는 모두 몇 개인지 쓰시오.,"len( [ i for i in range( 1 , number0 + 1) if number0 % i == 0 ] )",6,2,20 ,
"name0이가 number0개의 종이 중 number1개의 종이를 사용 했을때, 남은 종이는 몇 개입니까?",number0 - number1,744,9,900.0 156.0 ,석진 
number0명의 친구들이 달리기 시합을 한다. name0이가 number1등으로 들어왔다면 뒤에서 몇번째로 들어온 것인가?,number0 - number1 + 1,5,9,7 3 ,민영 
크기가 같은 정삼각형을 여러 개 만들려고 길이가 number0cm인 철사를 number1명에게 똑같이 나누어 주었더니 number2cm가 남았습니다. 만든 정삼각형의 한 변의 길이는 몇 cm 인가요?,( number0 - number2 ) / number1,21,3,320 15 5 ,
호랑이가 number0마리에 number1원 입니다. number2마리는 총 얼마입니까?,number1 * number2,12,2,1 2.0 6.0 ,
초콜릿은 number0개에 number1원이고 상자에 number2개의 초콜릿이 있는데 name0이가 number3개를 먹었습니다 남은 초콜릿은 총 얼마입니까?,number1 * ( 7.0 - number3 ),9,4,1 3.0 7 4.0 ,유정 
"name0이는 number0박스의 크레용을 가지고 있고 각 상자에는 number1개의 크레용이 있을 때, 얼마나 많은 크레용을 갖고 있습니까?",number0 * number1,56,9,8.0 7.0 ,지민 
"number0, number1, number2, number3 중 가장 큰 수와 가장 작은 수의 덧셈을 구해라.","max( number0 , number1 , number2 , number3 ) + min( number0 , number1 , number2 , number3 )",1101,2,176 785 167 934 ,
name0이네 학교 name1은 number0명이고 name2은 number1명입니다. name3은 name4보다 몇 명 더 많습니까?,number0 - number1,113,8,530 417 ,민영 남학생 여학생 
셔츠 한 장 당 number0개의 단추를 써야한다면 number1개의 단추로 만들 수 있는 셔츠는 모두 몇 장입니까?,( number1 / number0 ),9,4,8 72 ,
number0개의 초콜릿을 number1개의 상자에 나누어 담았을 때 그 중 한 상자에 담긴 초콜릿을 number2명이서 나누어 먹었다고 한다. 한 사람이 먹은 초콜릿의 개수를 구하시오.,( number0 / number1 ) / number2,4,7,64 8 2 ,
"name0이가 number0개의 카드를 갖고 있고, name1이에게 number1개의 카드를 주었을 때, name2이가 가진 카드의 개수는 몇 개 입니까?",number0 - number1,74,6,91.0 17.0 ,민영 석진 
"name0에 number0명이 타고 있었습니다. 기숙사 앞에서 number1명이 내리고, 학교 앞에서 number2명이 탔습니다. name1에 남은 사람은 몇 명일가요?",number2 - number1 + number2,4,8,3 2 3 ,버스 
number0cm number1mm와 number2mm 길이의 리본 number3개를 이어 붙이면 길이는 몇 cm인가?,( number0 * 10 + number1 + number2 ) / 10,9.9,3,5 3 46 2 ,
"이번 달에 동화책을 name0이는 number0권 읽었고, name1이는 name2이보다 number1권 더 많이 읽었습니다. name3이와 name4이가 이번 달에 읽은 동화책은 모두 몇 권인지 구하세요.",number0 + number0 + number1,18,7,7 4 ,정국 석진 
"꽃병에 name0 장미가 number0송이, 분홍색 장미가 number1송이, name1 장미가 number2송이 꽃혀 있습니다. 꽃병에서 name2 장미 number3송이를 가져갔다면 꽃병에 꽂혀 있는 장미는 모두 몇 송이일까요?",number2 + number3 + number2,4,5,2 1 2 1 ,빨간색 흰색 
"number0, number1, number2 중 가장 작은 수와 가장 큰 수의 차를 쓰시오.","max( number0 , number1 , number2 ) - min( number0 , number1 , number2 )",254,7,395 472 218 ,
길이가 number0cm인 리본을 number1개 만들고 끈이 number2cm 남았습니다. 처음에 있던 끈은 몇cm 인가요?,number1 * number1 + number2,66,6,8 8 2 ,
"name0이는 고양이 장난name1에 number0원을 썼고, 새장에는 number1원을 썼습니다. name2이가 지불한 비용은 총 얼마입니까?",number0 + number1,21.95,7,10.22 11.73 ,석진 감 
name0에 number0명이 타고 있었습니다. 이번 역에서 number1명이 내리고 number2명이 새로 탔습니다. 지금 name1에 타고 있는 사람은 몇 명입니까?,number0 - number1 + number2,630,6,123 57 564 ,기차 
name0이는 길이가 number0m인 끈 number1개와 길이가 number2m인 끈 number3개를 가지고 있습니다. name1이가 가지고 있는 끈은 모두 몇 m인지 소수로 나타내시오.,( number3 / 10 ) * number1 + number2 * number3,0.9,2,3/10 2 0.1 3 ,유정 
"name0이는 number0개의 name1을 갖고 있습니다. name2이가 number1개의 name3을 name4에게 주었을 때, name5이는 몇 개의 name6을 갖고 있습니까?",number0 + number1,326,4,217.0 109.0 ,유정 남준 볼펜 
정사각형의 네 변의 길이를 합하면 number0cm입니다. 한 변의 길이는 몇 cm인지 쓰시오.,number0 / 4,24,9,96 ,
"초콜릿은 number0개에 number1원 인데 상자에 number2개의 초콜릿이 있고, name0이가 number3개를 먹었다면 총 얼마의 초콜릿이 있습니까?",number1 * ( number2 - number3 ),16,5,1 4.0 11.0 7.0 ,호석 
"자연수 name0가 있습니다. 'number0 * number1 < name1 < number2 * number3'일 때, 가능한 name2의 개수를 구하시오.","len( [ i for i in range( math.floor( number0 * number1 ) , math.ceil( number2 * number3 ) ) ] )",34,5,5 2.3 0.9 49 ,A 
"학생들이 한 줄로 서서 달리기를 하고 있고 name0는 앞에서 number0째, 뒤에서 number1째로 달리고 있습니다. 달리기를 하는 학생은 모두 몇 명일까요?",number1 + number1 - 1,5,4,3 3 ,윤기 
"name0이의 책장에는 그림책이 number0권, 위인전이 number1권 꽂혀 있습니다. name1이의 책장에 꽂혀 있는 그림책과 위인전은 모두 몇 권일까요?",number0 + number1,129,9,75 54 ,민영 
name0네 학교 number0학년은 한 반에 number1명씩 number2개 반이 있습니다. number3학년 학생들에게 장난name1을 number4개씩 나누어 주려고 합니다. 장난name2은 모두 몇 개 필요합니까?,number1 * number2 * number4,648,6,1 24 9 1 3 ,윤기 감 
name0이는 색연필을 number0묶음 샀습니다. name1이가 산 색연필이 모두 number1자루일 때 한 묶음에 색연필이 몇 자루씩 있을까?,number1 / number0,4,6,6 24 ,유정 
