Question,Equation,Answer,comment,Question2,Numbers,Names,Equation2
"name0이는 number0개의 스티커를 샀고, name1는 number1개의 스티커를 샀습니다. 총 몇 개의 스티커를 샀습니까?",number0 * number1,220,0,"name0이는 number0개의 스티커를 샀고, name1는 number1개의 스티커를 샀습니다. 총 몇 개의 스티커를 샀습니까?",10.0 22.0 ,유나 유정 ,number0 * number1
name0이는 number0개의 계란이 있습니다. 그녀는 number1개의 계란을 구매했습니다. 총 몇 개의 계란이 있습니까?,number0 + number1,106,0,name0이는 number0개의 계란이 있습니다. 그녀는 number1개의 계란을 구매했습니다. 총 몇 개의 계란이 있습니까?,98.0 8.0 ,민영 ,number0 + number1
name0이는 name1 number0줄을 주문 했습니다. 각 name2에는 number1 조각이 있습니다. name3 조각은 총 몇 개 입니까?,number0 * number1,168,0,name0이는 name1 number0줄을 주문 했습니다. 각 name2에는 number1 조각이 있습니다. name3 조각은 총 몇 개 입니까?,21.0 8.0 ,태형 김밥 ,number0 * number1
"name0는 number0개의 자두를, name1는 number1개의 name2을 골랐습니다. 총 과일의 개수는 몇 개 입니까?",number0 + number1,227,0,"name0는 number0개의 자두를, name1는 number1개의 name2을 골랐습니다. 총 과일의 개수는 몇 개 입니까?",123.0 104.0 ,유나 은지 귤 ,number0 + number1
"name0이는 상자에 총 number0개의 name1추를 넣어야 합니다. 각 상자에는 number1개의 name2추가 들어간다고 할 때, 몇 개의 상자가 필요합니까?",number0 / number1,7,0,"name0이는 상자에 총 number0개의 name1추를 넣어야 합니다. 각 상자에는 number1개의 name2추가 들어간다고 할 때, 몇 개의 상자가 필요합니까?",56.0 8.0 ,지민 배 배추 배 ,number0 / number1
"name0는 number0마리의 고양이를 갖고 있고, number1마리를 추가로 구매했습니다. 총 몇 마리의 고양이가 있습니까?",number0 + number1,13,0,"name0는 number0마리의 고양이를 갖고 있고, number1마리를 추가로 구매했습니다. 총 몇 마리의 고양이가 있습니까?",7.0 6.0 ,윤기 ,number0 + number1
"name0이는 number0개의 꽃잎을 가지고 있습니다. 그 중 number1개가 날라갔을 때, 남은 꽃잎의 개수는 몇 개 입니까?",number0 - number1,244,0,"name0이는 number0개의 꽃잎을 가지고 있습니다. 그 중 number1개가 날라갔을 때, 남은 꽃잎의 개수는 몇 개 입니까?",356.0 112.0 ,지민 ,number0 - number1
"카페에 아메리카노 number0잔, 카페라떼 number1잔이 있습니다. name0이가 아메리카노 number2잔을 먹었다면 총 몇 잔이 남았습니까?",number0 + number1 - number2,46,0,"카페에 아메리카노 number0잔, 카페라떼 number1잔이 있습니다. name0이가 아메리카노 number2잔을 먹었다면 총 몇 잔이 남았습니까?",38.0 28.0 20.0 ,유정 ,number0 + number1 - number2
name0는 이번 주에 마트에 number0번을 갔습니다. 그녀는 마트에 갈 때마다 number1개의 아몬드를 구입합니다. 총 몇 개의 아몬드를 구매했습니까?,number0 * number1,21,0,name0는 이번 주에 마트에 number0번을 갔습니다. 그녀는 마트에 갈 때마다 number1개의 아몬드를 구입합니다. 총 몇 개의 아몬드를 구매했습니까?,3.0 7.0 ,유나 ,number0 * number1
"name0이는 백화점에서 number0개의 넥타이와 number1개의 벨트를 샀습니다. number2개의 벨트를 버렸을 때, 총 몇 개의 옷이 남았습니까?",number0 + number1 - number2,16,0,"name0이는 백화점에서 number0개의 넥타이와 number1개의 벨트를 샀습니다. number2개의 벨트를 버렸을 때, 총 몇 개의 옷이 남았습니까?",9.0 27.0 20.0 ,석진 ,number0 + number1 - number2
name0는 젤리 number0개를 갖고 있습니다. 각 사람당 number1개를 나누어 준다면 총 몇 명에게 나누어 줄 수 있습니까?,number0 / number1,20,0,name0는 젤리 number0개를 갖고 있습니다. 각 사람당 number1개를 나누어 준다면 총 몇 명에게 나누어 줄 수 있습니까?,80.0 4.0 ,은지 ,number0 / number1
"name0는 number0개의 name1 풍선, name2는 number1개의 name3 풍선을 갖고 있습니다. name4이는 number2개의 name5 풍선을 갖고 있을 때, 총 풍선 갯수는 몇 개 입니까?",number0 + number1 + number2,18,0,"name0는 number0개의 name1 풍선, name2는 number1개의 name3 풍선을 갖고 있습니다. name4이는 number2개의 name5 풍선을 갖고 있을 때, 총 풍선 갯수는 몇 개 입니까?",5.0 6.0 7.0 ,유나 유정 윤기 노란색 빨간색 초록색 ,number0 + number1 + number2
"현재 number0그루의 소나name0와 number1그루의 밤나name1가 있습니다. 소나name2 number2그루를 베었을 때, 남아있는 소나name3는 총 몇 그루입니까?",number0 - number2,29,0,"현재 number0그루의 소나name0와 number1그루의 밤나name1가 있습니다. 소나name2 number2그루를 베었을 때, 남아있는 소나name3는 총 몇 그루입니까?",42.0 12.0 13 ,무 ,number0 - number2
name0이는 number0개의 name1 공을 갖고 있습니다. name2는 number1개의 name3 공을 갖고 있습니다. 얼마나 많은 노란 공이 있습니까?,number0 + number1,17,0,name0이는 number0개의 name1 공을 갖고 있습니다. name2는 number1개의 name3 공을 갖고 있습니다. 얼마나 많은 노란 공이 있습니까?,9.0 8.0 ,윤기 석진 노란색 ,number0 + number1
"한 상자에 number0개씩 name0가 들어갑니다. number1개의 name1가 있을 때, 필요한 총 상자의 개수는 몇 개입니까?",number1 / number0,265,0,"한 상자에 number0개씩 name0가 들어갑니다. number1개의 name1가 있을 때, 필요한 총 상자의 개수는 몇 개입니까?",10.0 2650.0 ,배 배 ,number1 / number0
"꽃병에는 number0송이의 국화가 있었습니다. name0가 처음에 넣어둔 국화는 number1송이 일때, 몇 송이를 잘라냈습니까?",number1 - number0,10,0,"꽃병에는 number0송이의 국화가 있었습니다. name0가 처음에 넣어둔 국화는 number1송이 일때, 몇 송이를 잘라냈습니까?",6.0 16.0 ,은지 ,number1 - number0
name0이는 number0개의 name1와 number1개의 컵케익을 구웠습니다. number2개의 컵케익을 먹었을때 총 몇 개의 name2와 컵케익이 남았습니까?,number0 + number1 - number2,9,0,name0이는 number0개의 name1와 number1개의 컵케익을 구웠습니다. number2개의 컵케익을 먹었을때 총 몇 개의 name2와 컵케익이 남았습니까?,4.0 29.0 24.0 ,민영 과자 ,number0 + number1 - number2
"name0이는 number0개의 딱지를 갖고 있습니다. number1개를 친구들에게 나누어 주었을 때, 총 몇 개의 딱지를 갖고 있습니까?",number0 - number1,345,0,"name0이는 number0개의 딱지를 갖고 있습니다. number1개를 친구들에게 나누어 주었을 때, 총 몇 개의 딱지를 갖고 있습니까?",479.0 134.0 ,호석 ,number0 - number1
시장에 name0 number0개와 name1 number1개가 있습니다. 과일을 한 상자당 number2개씩 담을 때 몇 개의 상자가 필요합니까?,( number0 + number1 ) / number2,5,0,시장에 name0 number0개와 name1 number1개가 있습니다. 과일을 한 상자당 number2개씩 담을 때 몇 개의 상자가 필요합니까?,5.0 35.0 8.0 ,귤 포도 ,( number0 + number1 ) / number2
"name0이는 은행에서 number0원을 빌렸습니다. number1원을 동생에게 주었을 때, name1이는 얼마를 가지고 있습니까?",number0 - number1,4,0,"name0이는 은행에서 number0원을 빌렸습니다. number1원을 동생에게 주었을 때, name1이는 얼마를 가지고 있습니까?",7.0 3.0 ,호석 ,number0 - number1
"name0이는 number0장의 영수증을 갖고 있습니다. 그녀는 number1개의 영수증을 name1에게 주었을 때, name2이가 가진 영수증은 총 몇 장입니까?",number0 - number1,342,0,"name0이는 number0장의 영수증을 갖고 있습니다. 그녀는 number1개의 영수증을 name1에게 주었을 때, name2이가 가진 영수증은 총 몇 장입니까?",760.0 418.0 ,유나 유정 ,number0 - number1
"name0이는 name1 name2에서 number0권의 사진을 책을 빌렸고, name3 name4에서 number1권의 책을 빌렸습니다. 나중에 number2권 책을 반납한 경우, 그가 가진 책은 총 몇 권입니까?",number1 + number0 - number2,2,0,"name0이는 name1 name2에서 number0권의 사진을 책을 빌렸고, name3 name4에서 number1권의 책을 빌렸습니다. 나중에 number2권 책을 반납한 경우, 그가 가진 책은 총 몇 권입니까?",18.0 15.0 31.0 ,남준 (가) (나) 도서관 ,number1 + number0 - number2
"name0이는 쿠키를 number0개를 받고, 여동생에게서 number1개를 받았습니다. 그녀가 하루에 number2개씩 먹었을 때, 총 몇 일동안 먹을 수 있습니까?",( number0 + number1 ) / number2,9,0,"name0이는 쿠키를 number0개를 받고, 여동생에게서 number1개를 받았습니다. 그녀가 하루에 number2개씩 먹었을 때, 총 몇 일동안 먹을 수 있습니까?",66.0 15.0 9.0 ,민영 ,( number0 + number1 ) / number2
"name0는 number0개의 name1을 갖고 있습니다. 그 중 number1개를 팔았을 때, 총 몇 개의 name2을 갖고 있습니까?",number0 - number1,45,0,"name0는 number0개의 name1을 갖고 있습니다. 그 중 number1개를 팔았을 때, 총 몇 개의 name2을 갖고 있습니까?",126.0 81.0 ,윤기 볼펜 ,number0 - number1
name0가 시간당 number0 킬로미터를 갈 수 있습니다. 총 number1킬로미터를 가야 할 때 몇 시간이나 걸립니까?,number1 / number0,8,0,name0가 시간당 number0 킬로미터를 갈 수 있습니다. 총 number1킬로미터를 가야 할 때 몇 시간이나 걸립니까?,10.0 80.0 ,유나 ,number1 / number0
"정장 한 벌은 number0원입니다. name0이 현재 number1원을 갖고 있을 때, 정장을 사기 위해 얼마가 필요합니까?",number0 - number1,26,0,"정장 한 벌은 number0원입니다. name0이 현재 number1원을 갖고 있을 때, 정장을 사기 위해 얼마가 필요합니까?",34.0 8.0 ,남준 ,number0 - number1
"name0이는 number0권의 책을 읽었습니다. 각 책은 number1장 일 때, 총 몇 장을 읽었습니까?",number0 * number1,68,0,"name0이는 number0권의 책을 읽었습니다. 각 책은 number1장 일 때, 총 몇 장을 읽었습니까?",4.0 17.0 ,정국 ,number0 * number1
"name0이는 number0장의 사진을 휴대폰에 저장 했습니다. number1장을 지우고 한 폴더당 number2장씩 넣을 수 있을 때, 총 몇 개의 폴더가 필요합니까?",( number0 - number1 ) / number2,7,0,"name0이는 number0장의 사진을 휴대폰에 저장 했습니다. number1장을 지우고 한 폴더당 number2장씩 넣을 수 있을 때, 총 몇 개의 폴더가 필요합니까?",79.0 44.0 5.0 ,지민 ,( number0 - number1 ) / number2
name0이는 number0개의 name1이 있고 number1명에게 똑같이 나누어 주려고 합니다. 한 사람당 몇 개씩 주어야 합니까?,number0 / number1,4,0,name0이는 number0개의 name1이 있고 number1명에게 똑같이 나누어 주려고 합니다. 한 사람당 몇 개씩 주어야 합니까?,24.0 6.0 ,석진 라면 ,number0 / number1
"name0이는 name1박스 number0개를 가졌습니다. number1개를 동생에게 주고, 각 name2박스에는 number2개의 name3가 들어있습니다. 총 name4의 개수는 몇 개 입니까?",number2 * ( number0 - number1 ),12,0,"name0이는 name1박스 number0개를 가졌습니다. number1개를 동생에게 주고, 각 name2박스에는 number2개의 name3가 들어있습니다. 총 name4의 개수는 몇 개 입니까?",9.0 3.0 2.0 ,유정 무 ,number2 * ( number0 - number1 )
name0이는 아몬드 number0개를 갖고 있습니다. name1이는 name2보다 number1를 더 갖고 있습니다. name3이가 가진 아몬드는 몇 개 입니까?,number0 + number1,133,0,name0이는 아몬드 number0개를 갖고 있습니다. name1이는 name2보다 number1를 더 갖고 있습니다. name3이가 가진 아몬드는 몇 개 입니까?,85.0 48.0 ,유정 남준 ,number0 + number1
"학교에서 name0 number0개와 name1 number1개를 구매했습니다. 학생 number2명당 number3개의 공을 받을 때, 총 몇 명에게 나누어 줄 수 있습니까?",( number0 + number1 ) / number3,5,0,"학교에서 name0 number0개와 name1 number1개를 구매했습니다. 학생 number2명당 number3개의 공을 받을 때, 총 몇 명에게 나누어 줄 수 있습니까?",23.0 7.0 1 6.0 ,탁구공 축구공 ,( number0 + number1 ) / number3
name0이는 총 number0개의 name1를 갖고 있습니다. name2이에게 number1개를 주고 name3 number2개당 number3원에 팔았습니다. 총 얼마를 벌었습니까?,number3 * ( number0 - number1 ),27,0,name0이는 총 number0개의 name1를 갖고 있습니다. name2이에게 number1개를 주고 name3 number2개당 number3원에 팔았습니다. 총 얼마를 벌었습니까?,15.0 6.0 1 3.0 ,정국 유정 사과 ,number3 * ( number0 - number1 )
name0이에게는 number0개의 name1박스가 있습니다. 각 박스에는 number1개의 name2이 있습니다. 총 몇 개의 name3을 갖고 있습니까?,number1 * number1,49,0,name0이에게는 number0개의 name1박스가 있습니다. 각 박스에는 number1개의 name2이 있습니다. 총 몇 개의 name3을 갖고 있습니까?,7.0 7.0 ,민영 귤 ,number1 * number1
"name0이는 팔찌를 number0개 갖고 있습니다. 반지도 number1개를 갖고있고, number2개당 number3원에 팔 수 있을 때, 총 얼마를 벌 수 있습니까?",number3 * ( number1 + number1 ),36,0,"name0이는 팔찌를 number0개 갖고 있습니다. 반지도 number1개를 갖고있고, number2개당 number3원에 팔 수 있을 때, 총 얼마를 벌 수 있습니까?",3.0 3.0 1 6.0 ,호석 ,number3 * ( number1 + number1 )
"젤리 가게에서는 number0개의 젤리가 있습니다. 젤리 number1개당 number2 칼로리 일때, 총 몇 칼로리 입니까?",number0 * number2,341,0,"젤리 가게에서는 number0개의 젤리가 있습니다. 젤리 number1개당 number2 칼로리 일때, 총 몇 칼로리 입니까?",31.0 1 11.0 ,,number0 * number2
